rcid,session,vote,ccode,Country,CABB
5276,68,8,811,Cambodia,CAM
5276,68,1,812,Laos,LAO
5276,68,1,349,Slovenia,SLV
5276,68,1,816,Viet Nam,DRV
5276,68,1,678,Yemen,YEM
5276,68,8,522,Djibouti,DJI
5276,68,1,670,Saudi Arabia,SAU
5276,68,8,712,Mongolia,MON
5276,68,1,710,China,CHN
5276,68,1,260,Germany,GMY
5276,68,8,420,Gambia,GAM
5276,68,1,986,Palau,PAL
5276,68,8,58,Antigua & Barbuda,AAB
5276,68,8,55,Grenada,GRN
5276,68,8,54,Dominica,DMA
5276,68,1,57,St. Vincent and the Grenadines,SVG
5276,68,8,56,St. Lucia,SLU
5276,68,1,51,Jamaica,JAM
5276,68,8,53,Barbados,BAR
5276,68,1,52,Trinidad and Tobago,TRI
5276,68,8,411,Equatorial Guinea,EQG
5276,68,8,531,Eritrea,ERI
5276,68,8,530,Ethiopia (new),ETH
5276,68,1,371,Armenia,ARM
5276,68,8,370,Belarus,BLR
5276,68,8,373,Azerbaijan,AZE
5276,68,1,372,Georgia,GRG
5276,68,1,375,Finland,FIN
5276,68,1,820,Malaysia,MAL
5276,68,8,290,Poland,POL
5276,68,8,591,Seychelles,SEY
5276,68,8,590,Mauritius,MAS
5276,68,8,704,Uzbekistan,UZB
5276,68,8,705,Kazakhstan,KZK
5276,68,1,310,Hungary,HUN
5276,68,1,317,Slovakia,SLO
5276,68,1,316,Czech Republic,CZR
5276,68,8,702,Tajikistan,TAJ
5276,68,1,703,Kyrgyzstan,KYR
5276,68,8,115,Suriname,SUR
5276,68,1,390,Denmark,DEN
5276,68,1,110,Guyana,GUY
5276,68,1,395,Iceland,ICE
5276,68,8,771,Bangladesh,BNG
5276,68,8,80,Belize,BLZ
5276,68,1,830,Singapore,SIN
5276,68,8,790,Nepal,NEP
5276,68,8,520,Somalia,SOM
5276,68,1,368,Lithuania,LIT
5276,68,1,369,Ukraine,UKR
5276,68,8,366,Estonia,EST
5276,68,8,367,Latvia,LAT
5276,68,1,365,Russian Federation,RUS
5276,68,1,910,Papua New Guinea,PNG
5276,68,1,360,Romania,ROM
5276,68,8,580,Madagascar,MAG
5276,68,8,581,Comoros,COM
5276,68,1,305,Austria,AUS
5276,68,1,380,Sweden,SWD
5276,68,1,920,New Zealand,NEW
5276,68,1,385,Norway,NOR
5276,68,1,95,Panama,PAN
5276,68,1,696,United Arab Emirates,UAE
5276,68,2,100,Colombia,COL
5276,68,2,101,Venezuela,VEN
5276,68,1,900,Australia,AUL
5276,68,8,780,Sri Lanka,SRI
5276,68,1,781,Maldives,MAD
5276,68,1,840,Philippines,PHI
5276,68,1,31,Bahamas,BHM
5276,68,1,955,Tonga,TON
5276,68,3,640,Turkey,TUR
5276,68,1,645,Iraq,IRQ
5276,68,1,438,Guinea,GUI
5276,68,8,439,Burkina Faso,BFO
5276,68,8,436,Niger,NIR
5276,68,8,437,Cote d'Ivoire,CDI
5276,68,8,434,Benin,BEN
5276,68,8,435,Mauritania,MAA
5276,68,8,432,Mali,MLI
5276,68,8,433,Senegal,SEN
5276,68,8,517,Rwanda,RWA
5276,68,8,516,Burundi,BUI
5276,68,1,620,Libya,LIB
5276,68,8,339,Albania,ALB
5276,68,8,338,Malta,MLT
5276,68,1,625,Sudan,SUD
5276,68,8,450,Liberia,LBR
5276,68,8,451,Sierra Leone,SIE
5276,68,8,452,Ghana,GHA
5276,68,8,570,Lesotho,LES
5276,68,1,331,San Marino,SNM
5276,68,8,60,St. Kitts and Nevis,SKN
5276,68,8,541,Mozambique,MZM
5276,68,1,850,Indonesia,INS
5276,68,1,970,Nauru,NAU
5276,68,8,540,Angola,ANG
5276,68,8,731,North Korea,PRK
5276,68,1,2,United States of America,USA
5276,68,8,652,Syria,SYR
5276,68,1,651,Egypt,EGY
5276,68,1,500,Uganda,UGA
5276,68,1,402,Cape Verde,CAP
5276,68,8,630,Iran,IRN
5276,68,1,510,Tanzania,TAZ
5276,68,1,750,India,IND
5276,68,8,560,South Africa,SAF
5276,68,8,700,Afghanistan,AFG
5276,68,1,461,Togo,TOG
5276,68,1,565,Namibia,NAM
5276,68,8,701,Turkmenistan,TKM
5276,68,1,987,"Micronesia, Federated States of",FSM
5276,68,1,91,Honduras,HON
5276,68,1,165,Uruguay,URU
5276,68,1,225,Switzerland,SWZ
5276,68,1,92,El Salvador,SAL
5276,68,1,223,Liechtenstein,LIE
5276,68,1,94,Costa Rica,COS
5276,68,1,221,Monaco,MNC
5276,68,1,220,France,FRN
5276,68,8,860,East Timor,ETM
5276,68,8,935,Vanuatu,VAN
5276,68,1,947,Tuvalu,TUV
5276,68,1,501,Kenya,KEN
5276,68,1,740,Japan,JPN
5276,68,1,150,Paraguay,PAR
5276,68,1,155,Chile,CHL
5276,68,1,600,Morocco,MOR
5276,68,1,551,Zambia,ZAM
5276,68,8,553,Malawi,MAW
5276,68,8,552,Zimbabwe,ZIM
5276,68,1,235,Portugal,POR
5276,68,1,230,Spain,SPN
5276,68,1,232,Andorra,AND
5276,68,1,990,Samoa,WSM
5276,68,1,950,Fiji,FIJ
5276,68,1,42,Dominican Republic,DOM
5276,68,1,40,Cuba,CUB
5276,68,1,41,Haiti,HAI
5276,68,1,325,Italy,ITA
5276,68,1,775,Myanmar,MYA
5276,68,1,200,United Kingdom,UKG
5276,68,8,145,Bolivia,BOL
5276,68,8,205,Ireland,IRE
5276,68,8,770,Pakistan,PAK
5276,68,1,140,Brazil,BRA
5276,68,1,475,Nigeria,NIG
5276,68,1,616,Tunisia,TUN
5276,68,1,615,Algeria,ALG
5276,68,1,70,Mexico,MEX
5276,68,8,484,Congo,CON
5276,68,8,483,Chad,CHA
5276,68,8,482,Central African Republic,CEN
5276,68,8,481,Gabon,GAB
5276,68,1,946,Kiribati,KIR
5276,68,8,732,South Korea,ROK
5276,68,1,835,Brunei Darussalam,BRU
5276,68,1,940,Solomon Islands,SOL
5276,68,1,355,Bulgaria,BUL
5276,68,1,471,Cameroon,CAO
5276,68,1,352,Cyprus,CYP
5276,68,1,350,Greece,GRC
5276,68,1,800,Thailand,THI
5276,68,8,572,Swaziland,SWA
5276,68,8,359,Moldova,MLD
5256,68,2,212,Luxembourg,LUX
5256,68,2,210,Netherlands,NTH
5256,68,2,211,Belgium,BEL
5256,68,1,983,Marshall Islands,MSI
5256,68,3,666,Israel,ISR
5256,68,1,760,Bhutan,BHU
5256,68,1,663,Jordan,JOR
5256,68,1,660,Lebanon,LEB
5256,68,1,130,Ecuador,ECU
5256,68,1,135,Peru,PER
5256,68,1,90,Guatemala,GUA
5256,68,1,571,Botswana,BOT
5256,68,1,490,Democratic Republic of the Congo,DRC
5256,68,1,93,Nicaragua,NIC
5256,68,8,626,South Sudan,SSD
5256,68,1,692,Bahrain,BAH
5256,68,1,690,Kuwait,KUW
5256,68,1,20,Canada,CAN
5256,68,1,694,Qatar,QAT
5256,68,1,160,Argentina,ARG
5256,68,1,698,Oman,OMA
5256,68,2,344,Croatia,CRO
5256,68,2,345,Serbia,YUG
5256,68,2,346,Bosnia and Herzegovina,BOS
5256,68,1,404,Guinea-Bissau,GNB
5256,68,1,403,Sao Tome and Principe,STP
5256,68,2,341,Montenegro,MNG
5256,68,2,343,Macedonia,MAC
5256,68,1,811,Cambodia,CAM
5256,68,1,812,Laos,LAO
5256,68,2,349,Slovenia,SLV
5256,68,1,816,Viet Nam,DRV
5256,68,8,678,Yemen,YEM
5256,68,1,522,Djibouti,DJI
5256,68,1,670,Saudi Arabia,SAU
5256,68,1,712,Mongolia,MON
5256,68,1,710,China,CHN
5256,68,2,260,Germany,GMY
5256,68,1,420,Gambia,GAM
5256,68,2,986,Palau,PAL
5256,68,1,58,Antigua & Barbuda,AAB
5256,68,1,55,Grenada,GRN
5256,68,8,54,Dominica,DMA
5256,68,1,57,St. Vincent and the Grenadines,SVG
5256,68,1,56,St. Lucia,SLU
5256,68,1,51,Jamaica,JAM
5256,68,1,53,Barbados,BAR
5256,68,1,52,Trinidad and Tobago,TRI
5256,68,8,411,Equatorial Guinea,EQG
5256,68,8,531,Eritrea,ERI
5256,68,1,530,Ethiopia (new),ETH
5256,68,1,371,Armenia,ARM
5256,68,1,370,Belarus,BLR
5256,68,1,373,Azerbaijan,AZE
5256,68,2,372,Georgia,GRG
5256,68,2,375,Finland,FIN
5256,68,1,820,Malaysia,MAL
5256,68,2,290,Poland,POL
5256,68,1,591,Seychelles,SEY
5256,68,1,590,Mauritius,MAS
5256,68,1,704,Uzbekistan,UZB
5256,68,1,705,Kazakhstan,KZK
5256,68,2,310,Hungary,HUN
5256,68,2,317,Slovakia,SLO
5256,68,2,316,Czech Republic,CZR
5256,68,1,702,Tajikistan,TAJ
5256,68,1,703,Kyrgyzstan,KYR
5256,68,1,115,Suriname,SUR
5256,68,2,390,Denmark,DEN
5256,68,1,110,Guyana,GUY
5256,68,2,395,Iceland,ICE
5256,68,1,771,Bangladesh,BNG
5256,68,1,80,Belize,BLZ
5256,68,1,830,Singapore,SIN
5256,68,1,790,Nepal,NEP
5256,68,1,520,Somalia,SOM
5256,68,2,368,Lithuania,LIT
5256,68,2,369,Ukraine,UKR
5256,68,2,366,Estonia,EST
5256,68,2,367,Latvia,LAT
5256,68,1,365,Russian Federation,RUS
5256,68,1,910,Papua New Guinea,PNG
5256,68,2,360,Romania,ROM
5256,68,8,580,Madagascar,MAG
5256,68,8,581,Comoros,COM
5256,68,2,305,Austria,AUS
5256,68,2,380,Sweden,SWD
5256,68,1,920,New Zealand,NEW
5256,68,2,385,Norway,NOR
5256,68,1,95,Panama,PAN
5256,68,1,696,United Arab Emirates,UAE
5256,68,1,100,Colombia,COL
5256,68,1,101,Venezuela,VEN
5256,68,1,900,Australia,AUL
5256,68,1,780,Sri Lanka,SRI
5256,68,1,781,Maldives,MAD
5256,68,1,840,Philippines,PHI
5256,68,1,31,Bahamas,BHM
5256,68,1,955,Tonga,TON
5256,68,2,640,Turkey,TUR
5256,68,1,645,Iraq,IRQ
5256,68,1,438,Guinea,GUI
5256,68,1,439,Burkina Faso,BFO
5256,68,1,436,Niger,NIR
5256,68,1,437,Cote d'Ivoire,CDI
5256,68,1,434,Benin,BEN
5256,68,1,435,Mauritania,MAA
5256,68,1,432,Mali,MLI
5256,68,1,433,Senegal,SEN
5256,68,1,517,Rwanda,RWA
5256,68,1,516,Burundi,BUI
5256,68,1,620,Libya,LIB
5256,68,2,339,Albania,ALB
5256,68,2,338,Malta,MLT
5256,68,8,625,Sudan,SUD
5256,68,1,450,Liberia,LBR
5256,68,1,451,Sierra Leone,SIE
5256,68,1,452,Ghana,GHA
5256,68,1,570,Lesotho,LES
5256,68,2,331,San Marino,SNM
5256,68,1,60,St. Kitts and Nevis,SKN
5256,68,1,541,Mozambique,MZM
5256,68,1,850,Indonesia,INS
5256,68,1,970,Nauru,NAU
5256,68,8,540,Angola,ANG
5256,68,1,731,North Korea,PRK
5256,68,3,2,United States of America,USA
5256,68,1,652,Syria,SYR
5256,68,1,651,Egypt,EGY
5256,68,1,500,Uganda,UGA
5256,68,2,402,Cape Verde,CAP
5256,68,1,630,Iran,IRN
5256,68,1,510,Tanzania,TAZ
5256,68,1,750,India,IND
5256,68,1,560,South Africa,SAF
5256,68,1,700,Afghanistan,AFG
5256,68,1,461,Togo,TOG
5256,68,1,565,Namibia,NAM
5256,68,1,701,Turkmenistan,TKM
5256,68,2,987,"Micronesia, Federated States of",FSM
5256,68,1,91,Honduras,HON
5256,68,1,165,Uruguay,URU
5256,68,2,225,Switzerland,SWZ
5256,68,1,92,El Salvador,SAL
5256,68,2,223,Liechtenstein,LIE
5256,68,1,94,Costa Rica,COS
5256,68,2,221,Monaco,MNC
5256,68,3,220,France,FRN
5256,68,1,860,East Timor,ETM
5256,68,8,935,Vanuatu,VAN
5256,68,1,947,Tuvalu,TUV
5256,68,1,501,Kenya,KEN
5256,68,1,740,Japan,JPN
5256,68,1,150,Paraguay,PAR
5256,68,1,155,Chile,CHL
5256,68,1,600,Morocco,MOR
5256,68,1,551,Zambia,ZAM
5256,68,1,553,Malawi,MAW
5256,68,1,552,Zimbabwe,ZIM
5256,68,2,235,Portugal,POR
5256,68,2,230,Spain,SPN
5256,68,2,232,Andorra,AND
5256,68,1,990,Samoa,WSM
5256,68,1,950,Fiji,FIJ
5256,68,1,42,Dominican Republic,DOM
5256,68,1,40,Cuba,CUB
5256,68,8,41,Haiti,HAI
5256,68,2,325,Italy,ITA
5256,68,1,775,Myanmar,MYA
5256,68,3,200,United Kingdom,UKG
5256,68,1,145,Bolivia,BOL
5256,68,2,205,Ireland,IRE
5256,68,1,770,Pakistan,PAK
5256,68,1,140,Brazil,BRA
5256,68,1,475,Nigeria,NIG
5256,68,1,616,Tunisia,TUN
5256,68,1,615,Algeria,ALG
5256,68,1,70,Mexico,MEX
5256,68,1,484,Congo,CON
5256,68,8,483,Chad,CHA
5256,68,8,482,Central African Republic,CEN
5256,68,8,481,Gabon,GAB
5256,68,1,946,Kiribati,KIR
5256,68,1,732,South Korea,ROK
5256,68,1,835,Brunei Darussalam,BRU
5256,68,1,940,Solomon Islands,SOL
5256,68,2,355,Bulgaria,BUL
5256,68,1,471,Cameroon,CAO
5256,68,2,352,Cyprus,CYP
5256,68,2,350,Greece,GRC
5256,68,1,800,Thailand,THI
5256,68,1,572,Swaziland,SWA
5256,68,2,359,Moldova,MLD
5257,68,2,212,Luxembourg,LUX
5257,68,2,210,Netherlands,NTH
5257,68,2,211,Belgium,BEL
5257,68,1,983,Marshall Islands,MSI
5257,68,2,666,Israel,ISR
5257,68,1,760,Bhutan,BHU
5257,68,1,663,Jordan,JOR
5257,68,1,660,Lebanon,LEB
5257,68,1,130,Ecuador,ECU
5257,68,1,135,Peru,PER
5257,68,1,90,Guatemala,GUA
5257,68,1,571,Botswana,BOT
5257,68,1,490,Democratic Republic of the Congo,DRC
5257,68,1,93,Nicaragua,NIC
5257,68,8,626,South Sudan,SSD
5257,68,1,692,Bahrain,BAH
5257,68,1,690,Kuwait,KUW
5257,68,1,20,Canada,CAN
5257,68,1,694,Qatar,QAT
5257,68,2,160,Argentina,ARG
5257,68,1,698,Oman,OMA
5257,68,2,344,Croatia,CRO
5257,68,2,345,Serbia,YUG
5257,68,2,346,Bosnia and Herzegovina,BOS
5257,68,1,404,Guinea-Bissau,GNB
5257,68,1,403,Sao Tome and Principe,STP
5257,68,2,341,Montenegro,MNG
5257,68,2,343,Macedonia,MAC
5257,68,1,811,Cambodia,CAM
5257,68,1,812,Laos,LAO
5257,68,2,349,Slovenia,SLV
5257,68,1,816,Viet Nam,DRV
5257,68,1,678,Yemen,YEM
5257,68,1,522,Djibouti,DJI
5257,68,1,670,Saudi Arabia,SAU
5257,68,1,712,Mongolia,MON
5257,68,1,710,China,CHN
5257,68,2,260,Germany,GMY
5257,68,1,420,Gambia,GAM
5257,68,2,986,Palau,PAL
5257,68,1,58,Antigua & Barbuda,AAB
5257,68,1,55,Grenada,GRN
5257,68,8,54,Dominica,DMA
5257,68,1,57,St. Vincent and the Grenadines,SVG
5257,68,1,56,St. Lucia,SLU
5257,68,1,51,Jamaica,JAM
5257,68,1,53,Barbados,BAR
5257,68,1,52,Trinidad and Tobago,TRI
5257,68,8,411,Equatorial Guinea,EQG
5257,68,1,531,Eritrea,ERI
5257,68,1,530,Ethiopia (new),ETH
5257,68,2,371,Armenia,ARM
5257,68,1,370,Belarus,BLR
5257,68,1,373,Azerbaijan,AZE
5257,68,2,372,Georgia,GRG
5257,68,2,375,Finland,FIN
5257,68,1,820,Malaysia,MAL
5257,68,2,290,Poland,POL
5257,68,1,591,Seychelles,SEY
5257,68,1,590,Mauritius,MAS
5257,68,1,704,Uzbekistan,UZB
5257,68,1,705,Kazakhstan,KZK
5257,68,2,310,Hungary,HUN
5257,68,2,317,Slovakia,SLO
5257,68,2,316,Czech Republic,CZR
5257,68,1,702,Tajikistan,TAJ
5257,68,1,703,Kyrgyzstan,KYR
5257,68,1,115,Suriname,SUR
5257,68,2,390,Denmark,DEN
5257,68,1,110,Guyana,GUY
5257,68,2,395,Iceland,ICE
5257,68,1,771,Bangladesh,BNG
5257,68,1,80,Belize,BLZ
5257,68,1,830,Singapore,SIN
5257,68,1,790,Nepal,NEP
5257,68,1,520,Somalia,SOM
5257,68,2,368,Lithuania,LIT
5257,68,2,369,Ukraine,UKR
5257,68,2,366,Estonia,EST
5257,68,2,367,Latvia,LAT
5257,68,2,365,Russian Federation,RUS
5257,68,1,910,Papua New Guinea,PNG
5257,68,2,360,Romania,ROM
5257,68,1,580,Madagascar,MAG
5257,68,8,581,Comoros,COM
5257,68,2,305,Austria,AUS
5257,68,2,380,Sweden,SWD
5257,68,2,920,New Zealand,NEW
5257,68,2,385,Norway,NOR
5257,68,1,95,Panama,PAN
5257,68,1,696,United Arab Emirates,UAE
5257,68,1,100,Colombia,COL
5257,68,1,101,Venezuela,VEN
5257,68,2,900,Australia,AUL
5257,68,1,780,Sri Lanka,SRI
5257,68,1,781,Maldives,MAD
5257,68,1,840,Philippines,PHI
5257,68,1,31,Bahamas,BHM
5257,68,1,955,Tonga,TON
5257,68,2,640,Turkey,TUR
5257,68,1,645,Iraq,IRQ
5257,68,1,438,Guinea,GUI
5257,68,1,439,Burkina Faso,BFO
5257,68,1,436,Niger,NIR
5257,68,1,437,Cote d'Ivoire,CDI
5257,68,1,434,Benin,BEN
5257,68,1,435,Mauritania,MAA
5257,68,1,432,Mali,MLI
5257,68,1,433,Senegal,SEN
5257,68,1,517,Rwanda,RWA
5257,68,1,516,Burundi,BUI
5257,68,1,620,Libya,LIB
5257,68,2,339,Albania,ALB
5257,68,2,338,Malta,MLT
5257,68,1,625,Sudan,SUD
5257,68,1,450,Liberia,LBR
5257,68,1,451,Sierra Leone,SIE
5257,68,1,452,Ghana,GHA
5257,68,1,570,Lesotho,LES
5257,68,2,331,San Marino,SNM
5257,68,1,60,St. Kitts and Nevis,SKN
5257,68,1,541,Mozambique,MZM
5257,68,1,850,Indonesia,INS
5257,68,1,970,Nauru,NAU
5257,68,1,540,Angola,ANG
5257,68,1,731,North Korea,PRK
5257,68,2,2,United States of America,USA
5257,68,1,652,Syria,SYR
5257,68,1,651,Egypt,EGY
5257,68,1,500,Uganda,UGA
5257,68,2,402,Cape Verde,CAP
5257,68,1,630,Iran,IRN
5257,68,1,510,Tanzania,TAZ
5257,68,1,750,India,IND
5257,68,2,560,South Africa,SAF
5257,68,1,700,Afghanistan,AFG
5257,68,1,461,Togo,TOG
5257,68,1,565,Namibia,NAM
5257,68,1,701,Turkmenistan,TKM
5257,68,2,987,"Micronesia, Federated States of",FSM
5257,68,1,91,Honduras,HON
5257,68,1,165,Uruguay,URU
5257,68,2,225,Switzerland,SWZ
5257,68,1,92,El Salvador,SAL
5257,68,2,223,Liechtenstein,LIE
5257,68,1,94,Costa Rica,COS
5257,68,2,221,Monaco,MNC
5257,68,2,220,France,FRN
5257,68,1,860,East Timor,ETM
5257,68,8,935,Vanuatu,VAN
5257,68,2,947,Tuvalu,TUV
5257,68,1,501,Kenya,KEN
5257,68,1,740,Japan,JPN
5257,68,1,150,Paraguay,PAR
5257,68,1,155,Chile,CHL
5257,68,1,600,Morocco,MOR
5257,68,1,551,Zambia,ZAM
5257,68,1,553,Malawi,MAW
5257,68,1,552,Zimbabwe,ZIM
5257,68,2,235,Portugal,POR
5257,68,2,230,Spain,SPN
5257,68,2,232,Andorra,AND
5257,68,1,990,Samoa,WSM
5257,68,1,950,Fiji,FIJ
5257,68,1,42,Dominican Republic,DOM
5257,68,1,40,Cuba,CUB
5257,68,8,41,Haiti,HAI
5257,68,2,325,Italy,ITA
5257,68,1,775,Myanmar,MYA
5257,68,2,200,United Kingdom,UKG
5257,68,1,145,Bolivia,BOL
5257,68,2,205,Ireland,IRE
5257,68,1,770,Pakistan,PAK
5257,68,1,140,Brazil,BRA
5257,68,1,475,Nigeria,NIG
5257,68,1,616,Tunisia,TUN
5257,68,1,615,Algeria,ALG
5257,68,1,70,Mexico,MEX
5257,68,1,484,Congo,CON
5257,68,8,483,Chad,CHA
5257,68,8,482,Central African Republic,CEN
5257,68,8,481,Gabon,GAB
5257,68,1,946,Kiribati,KIR
5257,68,2,732,South Korea,ROK
5257,68,1,835,Brunei Darussalam,BRU
5257,68,1,940,Solomon Islands,SOL
5257,68,2,355,Bulgaria,BUL
5257,68,1,471,Cameroon,CAO
5257,68,2,352,Cyprus,CYP
5257,68,2,350,Greece,GRC
5257,68,1,800,Thailand,THI
5257,68,1,572,Swaziland,SWA
5257,68,2,359,Moldova,MLD
5258,68,1,212,Luxembourg,LUX
5258,68,1,210,Netherlands,NTH
5258,68,1,211,Belgium,BEL
5258,68,1,983,Marshall Islands,MSI
5258,68,2,666,Israel,ISR
5258,68,1,760,Bhutan,BHU
5258,68,1,663,Jordan,JOR
5258,68,1,660,Lebanon,LEB
5258,68,1,130,Ecuador,ECU
5258,68,1,135,Peru,PER
5258,68,1,90,Guatemala,GUA
5258,68,1,571,Botswana,BOT
5258,68,1,490,Democratic Republic of the Congo,DRC
5258,68,1,93,Nicaragua,NIC
5258,68,8,626,South Sudan,SSD
5258,68,1,692,Bahrain,BAH
5258,68,1,690,Kuwait,KUW
5258,68,1,20,Canada,CAN
5258,68,1,694,Qatar,QAT
5258,68,1,160,Argentina,ARG
5258,68,1,698,Oman,OMA
5258,68,1,344,Croatia,CRO
5258,68,1,345,Serbia,YUG
5258,68,1,346,Bosnia and Herzegovina,BOS
5258,68,1,404,Guinea-Bissau,GNB
5258,68,1,403,Sao Tome and Principe,STP
5258,68,1,341,Montenegro,MNG
5258,68,1,343,Macedonia,MAC
5258,68,1,811,Cambodia,CAM
5258,68,1,812,Laos,LAO
5258,68,1,349,Slovenia,SLV
5258,68,1,816,Viet Nam,DRV
5258,68,1,678,Yemen,YEM
5258,68,1,522,Djibouti,DJI
5258,68,1,670,Saudi Arabia,SAU
5258,68,1,712,Mongolia,MON
5258,68,1,710,China,CHN
5258,68,1,260,Germany,GMY
5258,68,1,420,Gambia,GAM
5258,68,1,986,Palau,PAL
5258,68,1,58,Antigua & Barbuda,AAB
5258,68,1,55,Grenada,GRN
5258,68,8,54,Dominica,DMA
5258,68,1,57,St. Vincent and the Grenadines,SVG
5258,68,1,56,St. Lucia,SLU
5258,68,1,51,Jamaica,JAM
5258,68,1,53,Barbados,BAR
5258,68,1,52,Trinidad and Tobago,TRI
5258,68,8,411,Equatorial Guinea,EQG
5258,68,1,531,Eritrea,ERI
5258,68,1,530,Ethiopia (new),ETH
5258,68,1,371,Armenia,ARM
5258,68,1,370,Belarus,BLR
5258,68,1,373,Azerbaijan,AZE
5258,68,1,372,Georgia,GRG
5258,68,1,375,Finland,FIN
5258,68,1,820,Malaysia,MAL
5258,68,1,290,Poland,POL
5258,68,1,591,Seychelles,SEY
5258,68,1,590,Mauritius,MAS
5258,68,1,704,Uzbekistan,UZB
5258,68,1,705,Kazakhstan,KZK
5258,68,1,310,Hungary,HUN
5258,68,1,317,Slovakia,SLO
5258,68,1,316,Czech Republic,CZR
5258,68,1,702,Tajikistan,TAJ
5258,68,1,703,Kyrgyzstan,KYR
5258,68,1,115,Suriname,SUR
5258,68,1,390,Denmark,DEN
5258,68,1,110,Guyana,GUY
5258,68,1,395,Iceland,ICE
5258,68,1,771,Bangladesh,BNG
5258,68,1,80,Belize,BLZ
5258,68,1,830,Singapore,SIN
5258,68,1,790,Nepal,NEP
5258,68,1,520,Somalia,SOM
5258,68,1,368,Lithuania,LIT
5258,68,1,369,Ukraine,UKR
5258,68,1,366,Estonia,EST
5258,68,1,367,Latvia,LAT
5258,68,1,365,Russian Federation,RUS
5258,68,1,910,Papua New Guinea,PNG
5258,68,1,360,Romania,ROM
5258,68,1,580,Madagascar,MAG
5258,68,8,581,Comoros,COM
5258,68,1,305,Austria,AUS
5258,68,1,380,Sweden,SWD
5258,68,1,920,New Zealand,NEW
5258,68,1,385,Norway,NOR
5258,68,1,95,Panama,PAN
5258,68,1,696,United Arab Emirates,UAE
5258,68,1,100,Colombia,COL
5258,68,1,101,Venezuela,VEN
5258,68,1,900,Australia,AUL
5258,68,1,780,Sri Lanka,SRI
5258,68,1,781,Maldives,MAD
5258,68,1,840,Philippines,PHI
5258,68,1,31,Bahamas,BHM
5258,68,1,955,Tonga,TON
5258,68,1,640,Turkey,TUR
5258,68,1,645,Iraq,IRQ
5258,68,1,438,Guinea,GUI
5258,68,1,439,Burkina Faso,BFO
5258,68,1,436,Niger,NIR
5258,68,1,437,Cote d'Ivoire,CDI
5258,68,1,434,Benin,BEN
5258,68,1,435,Mauritania,MAA
5258,68,1,432,Mali,MLI
5258,68,1,433,Senegal,SEN
5258,68,1,517,Rwanda,RWA
5258,68,1,516,Burundi,BUI
5258,68,1,620,Libya,LIB
5258,68,1,339,Albania,ALB
5258,68,1,338,Malta,MLT
5258,68,1,625,Sudan,SUD
5258,68,1,450,Liberia,LBR
5258,68,1,451,Sierra Leone,SIE
5258,68,1,452,Ghana,GHA
5258,68,1,570,Lesotho,LES
5258,68,1,331,San Marino,SNM
5258,68,1,60,St. Kitts and Nevis,SKN
5258,68,8,541,Mozambique,MZM
5258,68,1,850,Indonesia,INS
5258,68,1,970,Nauru,NAU
5258,68,1,540,Angola,ANG
5258,68,1,731,North Korea,PRK
5258,68,2,2,United States of America,USA
5258,68,1,652,Syria,SYR
5258,68,1,651,Egypt,EGY
5258,68,1,500,Uganda,UGA
5258,68,1,402,Cape Verde,CAP
5258,68,1,630,Iran,IRN
5258,68,1,510,Tanzania,TAZ
5258,68,1,750,India,IND
5258,68,1,560,South Africa,SAF
5258,68,1,700,Afghanistan,AFG
5258,68,1,461,Togo,TOG
5258,68,1,565,Namibia,NAM
5258,68,1,701,Turkmenistan,TKM
5258,68,1,987,"Micronesia, Federated States of",FSM
5258,68,1,91,Honduras,HON
5258,68,1,165,Uruguay,URU
5258,68,1,225,Switzerland,SWZ
5258,68,8,92,El Salvador,SAL
5258,68,1,223,Liechtenstein,LIE
5258,68,1,94,Costa Rica,COS
5258,68,1,221,Monaco,MNC
5258,68,1,220,France,FRN
5258,68,1,860,East Timor,ETM
5258,68,8,935,Vanuatu,VAN
5258,68,1,947,Tuvalu,TUV
5258,68,1,501,Kenya,KEN
5258,68,1,740,Japan,JPN
5258,68,1,150,Paraguay,PAR
5258,68,1,155,Chile,CHL
5258,68,1,600,Morocco,MOR
5258,68,1,551,Zambia,ZAM
5258,68,1,553,Malawi,MAW
5258,68,1,552,Zimbabwe,ZIM
5258,68,1,235,Portugal,POR
5258,68,1,230,Spain,SPN
5258,68,1,232,Andorra,AND
5258,68,1,990,Samoa,WSM
5258,68,1,950,Fiji,FIJ
5258,68,1,42,Dominican Republic,DOM
5258,68,1,40,Cuba,CUB
5258,68,8,41,Haiti,HAI
5258,68,1,325,Italy,ITA
5258,68,1,775,Myanmar,MYA
5258,68,1,200,United Kingdom,UKG
5258,68,1,145,Bolivia,BOL
5258,68,1,205,Ireland,IRE
5258,68,1,770,Pakistan,PAK
5258,68,1,140,Brazil,BRA
5258,68,1,475,Nigeria,NIG
5258,68,1,616,Tunisia,TUN
5258,68,1,615,Algeria,ALG
5258,68,1,70,Mexico,MEX
5258,68,1,484,Congo,CON
5258,68,8,483,Chad,CHA
5258,68,8,482,Central African Republic,CEN
5258,68,8,481,Gabon,GAB
5258,68,1,946,Kiribati,KIR
5258,68,1,732,South Korea,ROK
5258,68,1,835,Brunei Darussalam,BRU
5258,68,1,940,Solomon Islands,SOL
5258,68,1,355,Bulgaria,BUL
5258,68,1,471,Cameroon,CAO
5258,68,1,352,Cyprus,CYP
5258,68,1,350,Greece,GRC
5258,68,1,800,Thailand,THI
5258,68,1,572,Swaziland,SWA
