rcid,session,vote,ccode,Country,CABB
5307,68,1,56,St. Lucia,SLU
5307,68,1,51,Jamaica,JAM
5307,68,1,53,Barbados,BAR
5307,68,1,52,Trinidad and Tobago,TRI
5307,68,8,411,Equatorial Guinea,EQG
5307,68,1,531,Eritrea,ERI
5307,68,1,530,Ethiopia (new),ETH
5307,68,1,371,Armenia,ARM
5307,68,1,370,Belarus,BLR
5307,68,1,373,Azerbaijan,AZE
5307,68,1,372,Georgia,GRG
5307,68,1,375,Finland,FIN
5307,68,1,820,Malaysia,MAL
5307,68,1,290,Poland,POL
5307,68,1,591,Seychelles,SEY
5307,68,1,590,Mauritius,MAS
5307,68,1,704,Uzbekistan,UZB
5307,68,1,705,Kazakhstan,KZK
5307,68,1,310,Hungary,HUN
5307,68,1,317,Slovakia,SLO
5307,68,1,316,Czech Republic,CZR
5307,68,1,702,Tajikistan,TAJ
5307,68,1,703,Kyrgyzstan,KYR
5307,68,1,115,Suriname,SUR
5307,68,1,390,Denmark,DEN
5307,68,1,110,Guyana,GUY
5307,68,1,395,Iceland,ICE
5307,68,1,771,Bangladesh,BNG
5307,68,1,80,Belize,BLZ
5307,68,1,830,Singapore,SIN
5307,68,1,790,Nepal,NEP
5307,68,1,520,Somalia,SOM
5307,68,1,368,Lithuania,LIT
5307,68,1,369,Ukraine,UKR
5307,68,1,366,Estonia,EST
5307,68,1,367,Latvia,LAT
5307,68,1,365,Russian Federation,RUS
5307,68,2,910,Papua New Guinea,PNG
5307,68,1,360,Romania,ROM
5307,68,1,580,Madagascar,MAG
5307,68,1,581,Comoros,COM
5307,68,1,305,Austria,AUS
5307,68,1,380,Sweden,SWD
5307,68,1,920,New Zealand,NEW
5307,68,1,385,Norway,NOR
5307,68,2,95,Panama,PAN
5307,68,1,696,United Arab Emirates,UAE
5307,68,1,100,Colombia,COL
5307,68,1,101,Venezuela,VEN
5307,68,3,900,Australia,AUL
5307,68,1,780,Sri Lanka,SRI
5307,68,1,781,Maldives,MAD
5307,68,1,840,Philippines,PHI
5307,68,1,31,Bahamas,BHM
5307,68,2,955,Tonga,TON
5307,68,1,640,Turkey,TUR
5307,68,1,645,Iraq,IRQ
5307,68,8,438,Guinea,GUI
5307,68,1,439,Burkina Faso,BFO
5307,68,1,436,Niger,NIR
5307,68,1,437,Cote d'Ivoire,CDI
5307,68,1,434,Benin,BEN
5307,68,1,435,Mauritania,MAA
5307,68,8,432,Mali,MLI
5307,68,1,433,Senegal,SEN
5307,68,8,517,Rwanda,RWA
5307,68,1,516,Burundi,BUI
5307,68,1,620,Libya,LIB
5307,68,1,339,Albania,ALB
5307,68,1,338,Malta,MLT
5307,68,1,625,Sudan,SUD
5307,68,8,450,Liberia,LBR
5307,68,1,451,Sierra Leone,SIE
5307,68,1,452,Ghana,GHA
5307,68,1,570,Lesotho,LES
5307,68,1,331,San Marino,SNM
5307,68,8,60,St. Kitts and Nevis,SKN
5307,68,1,541,Mozambique,MZM
5307,68,1,850,Indonesia,INS
5307,68,8,970,Nauru,NAU
5307,68,1,540,Angola,ANG
5307,68,1,731,North Korea,PRK
5307,68,3,2,United States of America,USA
5307,68,1,652,Syria,SYR
5307,68,1,651,Egypt,EGY
5307,68,1,500,Uganda,UGA
5307,68,3,402,Cape Verde,CAP
5307,68,1,630,Iran,IRN
5307,68,1,510,Tanzania,TAZ
5307,68,1,750,India,IND
5307,68,1,560,South Africa,SAF
5307,68,1,700,Afghanistan,AFG
5307,68,1,461,Togo,TOG
5307,68,1,565,Namibia,NAM
5307,68,8,701,Turkmenistan,TKM
5307,68,3,987,"Micronesia, Federated States of",FSM
5307,68,1,91,Honduras,HON
5307,68,1,165,Uruguay,URU
5307,68,1,225,Switzerland,SWZ
5307,68,1,92,El Salvador,SAL
5307,68,1,223,Liechtenstein,LIE
5307,68,1,94,Costa Rica,COS
5307,68,1,221,Monaco,MNC
5307,68,1,220,France,FRN
5307,68,1,860,East Timor,ETM
5307,68,8,935,Vanuatu,VAN
5307,68,1,947,Tuvalu,TUV
5307,68,1,501,Kenya,KEN
5307,68,1,740,Japan,JPN
5307,68,1,150,Paraguay,PAR
5307,68,1,155,Chile,CHL
5307,68,1,600,Morocco,MOR
5307,68,1,551,Zambia,ZAM
5307,68,1,553,Malawi,MAW
5307,68,1,552,Zimbabwe,ZIM
5307,68,1,235,Portugal,POR
5307,68,1,230,Spain,SPN
5307,68,1,232,Andorra,AND
5307,68,1,990,Samoa,WSM
5307,68,1,950,Fiji,FIJ
5307,68,1,42,Dominican Republic,DOM
5307,68,1,40,Cuba,CUB
5307,68,1,41,Haiti,HAI
5307,68,1,325,Italy,ITA
5307,68,1,775,Myanmar,MYA
5307,68,1,200,United Kingdom,UKG
5307,68,1,145,Bolivia,BOL
5307,68,1,205,Ireland,IRE
5307,68,1,770,Pakistan,PAK
5307,68,1,140,Brazil,BRA
5307,68,8,475,Nigeria,NIG
5307,68,1,616,Tunisia,TUN
5307,68,1,615,Algeria,ALG
5307,68,1,70,Mexico,MEX
5307,68,8,484,Congo,CON
5307,68,1,483,Chad,CHA
5307,68,8,482,Central African Republic,CEN
5307,68,1,481,Gabon,GAB
5307,68,1,946,Kiribati,KIR
5307,68,1,732,South Korea,ROK
5307,68,1,835,Brunei Darussalam,BRU
5307,68,1,940,Solomon Islands,SOL
5307,68,1,355,Bulgaria,BUL
5307,68,1,471,Cameroon,CAO
5307,68,1,352,Cyprus,CYP
5307,68,1,350,Greece,GRC
5307,68,1,800,Thailand,THI
5307,68,1,572,Swaziland,SWA
5307,68,1,359,Moldova,MLD
5291,68,1,212,Luxembourg,LUX
5291,68,1,210,Netherlands,NTH
5291,68,1,211,Belgium,BEL
5291,68,1,983,Marshall Islands,MSI
5291,68,1,666,Israel,ISR
5291,68,2,760,Bhutan,BHU
5291,68,1,663,Jordan,JOR
5291,68,2,660,Lebanon,LEB
5291,68,3,130,Ecuador,ECU
5291,68,1,135,Peru,PER
5291,68,1,90,Guatemala,GUA
5291,68,1,571,Botswana,BOT
5291,68,1,490,Democratic Republic of the Congo,DRC
5291,68,3,93,Nicaragua,NIC
5291,68,2,626,South Sudan,SSD
5291,68,1,692,Bahrain,BAH
5291,68,1,690,Kuwait,KUW
5291,68,1,20,Canada,CAN
5291,68,1,694,Qatar,QAT
5291,68,1,160,Argentina,ARG
5291,68,1,698,Oman,OMA
5291,68,1,344,Croatia,CRO
5291,68,1,345,Serbia,YUG
5291,68,1,346,Bosnia and Herzegovina,BOS
5291,68,1,404,Guinea-Bissau,GNB
5291,68,1,403,Sao Tome and Principe,STP
5291,68,1,341,Montenegro,MNG
5291,68,1,343,Macedonia,MAC
5291,68,2,811,Cambodia,CAM
5291,68,2,812,Laos,LAO
5291,68,1,349,Slovenia,SLV
5291,68,2,816,Viet Nam,DRV
5291,68,1,678,Yemen,YEM
5291,68,1,522,Djibouti,DJI
5291,68,1,670,Saudi Arabia,SAU
5291,68,1,712,Mongolia,MON
5291,68,3,710,China,CHN
5291,68,1,260,Germany,GMY
5291,68,1,420,Gambia,GAM
5291,68,1,986,Palau,PAL
5291,68,2,58,Antigua & Barbuda,AAB
5291,68,1,55,Grenada,GRN
5291,68,1,54,Dominica,DMA
5291,68,2,57,St. Vincent and the Grenadines,SVG
5291,68,2,56,St. Lucia,SLU
5291,68,1,51,Jamaica,JAM
5291,68,1,53,Barbados,BAR
5291,68,1,52,Trinidad and Tobago,TRI
5291,68,8,411,Equatorial Guinea,EQG
5291,68,2,531,Eritrea,ERI
5291,68,2,530,Ethiopia (new),ETH
5291,68,2,371,Armenia,ARM
5291,68,3,370,Belarus,BLR
5291,68,1,373,Azerbaijan,AZE
5291,68,1,372,Georgia,GRG
5291,68,1,375,Finland,FIN
5291,68,1,820,Malaysia,MAL
5291,68,1,290,Poland,POL
5291,68,1,591,Seychelles,SEY
5291,68,1,590,Mauritius,MAS
5291,68,3,704,Uzbekistan,UZB
5291,68,2,705,Kazakhstan,KZK
5291,68,1,310,Hungary,HUN
5291,68,1,317,Slovakia,SLO
5291,68,1,316,Czech Republic,CZR
5291,68,2,702,Tajikistan,TAJ
5291,68,2,703,Kyrgyzstan,KYR
5291,68,2,115,Suriname,SUR
5291,68,1,390,Denmark,DEN
5291,68,2,110,Guyana,GUY
5291,68,1,395,Iceland,ICE
5291,68,2,771,Bangladesh,BNG
5291,68,1,80,Belize,BLZ
5291,68,2,830,Singapore,SIN
5291,68,2,790,Nepal,NEP
5291,68,1,520,Somalia,SOM
5291,68,1,368,Lithuania,LIT
5291,68,1,369,Ukraine,UKR
5291,68,1,366,Estonia,EST
5291,68,1,367,Latvia,LAT
5291,68,3,365,Russian Federation,RUS
5291,68,1,910,Papua New Guinea,PNG
5291,68,1,360,Romania,ROM
5291,68,1,580,Madagascar,MAG
5291,68,1,581,Comoros,COM
5291,68,1,305,Austria,AUS
5291,68,1,380,Sweden,SWD
5291,68,1,920,New Zealand,NEW
5291,68,1,385,Norway,NOR
5291,68,1,95,Panama,PAN
5291,68,1,696,United Arab Emirates,UAE
5291,68,1,100,Colombia,COL
5291,68,3,101,Venezuela,VEN
5291,68,1,900,Australia,AUL
5291,68,2,780,Sri Lanka,SRI
5291,68,1,781,Maldives,MAD
5291,68,2,840,Philippines,PHI
5291,68,1,31,Bahamas,BHM
5291,68,1,955,Tonga,TON
5291,68,1,640,Turkey,TUR
5291,68,1,645,Iraq,IRQ
5291,68,1,438,Guinea,GUI
5291,68,1,439,Burkina Faso,BFO
5291,68,2,436,Niger,NIR
5291,68,1,437,Cote d'Ivoire,CDI
5291,68,1,434,Benin,BEN
5291,68,1,435,Mauritania,MAA
5291,68,2,432,Mali,MLI
5291,68,1,433,Senegal,SEN
5291,68,2,517,Rwanda,RWA
5291,68,1,516,Burundi,BUI
5291,68,1,620,Libya,LIB
5291,68,1,339,Albania,ALB
5291,68,1,338,Malta,MLT
5291,68,2,625,Sudan,SUD
5291,68,1,450,Liberia,LBR
5291,68,1,451,Sierra Leone,SIE
5291,68,2,452,Ghana,GHA
5291,68,2,570,Lesotho,LES
5291,68,1,331,San Marino,SNM
5291,68,2,60,St. Kitts and Nevis,SKN
5291,68,2,541,Mozambique,MZM
5291,68,1,850,Indonesia,INS
5291,68,1,970,Nauru,NAU
5291,68,2,540,Angola,ANG
5291,68,3,731,North Korea,PRK
5291,68,1,2,United States of America,USA
5291,68,3,652,Syria,SYR
5291,68,1,651,Egypt,EGY
5291,68,2,500,Uganda,UGA
5291,68,1,402,Cape Verde,CAP
5291,68,3,630,Iran,IRN
5291,68,2,510,Tanzania,TAZ
5291,68,2,750,India,IND
5291,68,2,560,South Africa,SAF
5291,68,1,700,Afghanistan,AFG
5291,68,2,461,Togo,TOG
5291,68,2,565,Namibia,NAM
5291,68,2,701,Turkmenistan,TKM
5291,68,1,987,"Micronesia, Federated States of",FSM
5291,68,1,91,Honduras,HON
5291,68,1,165,Uruguay,URU
5291,68,1,225,Switzerland,SWZ
5291,68,2,92,El Salvador,SAL
5291,68,1,223,Liechtenstein,LIE
5291,68,1,94,Costa Rica,COS
5291,68,1,221,Monaco,MNC
5291,68,1,220,France,FRN
5291,68,1,860,East Timor,ETM
5291,68,1,935,Vanuatu,VAN
5291,68,1,947,Tuvalu,TUV
5291,68,2,501,Kenya,KEN
5291,68,1,740,Japan,JPN
5291,68,1,150,Paraguay,PAR
5291,68,1,155,Chile,CHL
5291,68,1,600,Morocco,MOR
5291,68,2,551,Zambia,ZAM
5291,68,1,553,Malawi,MAW
5291,68,3,552,Zimbabwe,ZIM
5291,68,1,235,Portugal,POR
5291,68,1,230,Spain,SPN
5291,68,1,232,Andorra,AND
5291,68,1,990,Samoa,WSM
5291,68,2,950,Fiji,FIJ
5291,68,1,42,Dominican Republic,DOM
5291,68,3,40,Cuba,CUB
5291,68,8,41,Haiti,HAI
5291,68,1,325,Italy,ITA
5291,68,8,775,Myanmar,MYA
5291,68,1,200,United Kingdom,UKG
5291,68,3,145,Bolivia,BOL
5291,68,1,205,Ireland,IRE
5291,68,1,770,Pakistan,PAK
5291,68,1,140,Brazil,BRA
5291,68,2,475,Nigeria,NIG
5291,68,1,616,Tunisia,TUN
5291,68,2,615,Algeria,ALG
5291,68,1,70,Mexico,MEX
5291,68,8,484,Congo,CON
5291,68,2,483,Chad,CHA
5291,68,8,482,Central African Republic,CEN
5291,68,1,481,Gabon,GAB
5291,68,1,946,Kiribati,KIR
5291,68,1,732,South Korea,ROK
5291,68,2,835,Brunei Darussalam,BRU
5291,68,1,940,Solomon Islands,SOL
5291,68,1,355,Bulgaria,BUL
5291,68,8,471,Cameroon,CAO
5291,68,1,352,Cyprus,CYP
5291,68,1,350,Greece,GRC
5291,68,1,800,Thailand,THI
5291,68,2,572,Swaziland,SWA
5291,68,1,359,Moldova,MLD
5292,68,3,212,Luxembourg,LUX
5292,68,3,210,Netherlands,NTH
5292,68,3,211,Belgium,BEL
5292,68,3,983,Marshall Islands,MSI
5292,68,3,666,Israel,ISR
5292,68,1,760,Bhutan,BHU
5292,68,1,663,Jordan,JOR
5292,68,1,660,Lebanon,LEB
5292,68,1,130,Ecuador,ECU
5292,68,2,135,Peru,PER
5292,68,1,90,Guatemala,GUA
5292,68,1,571,Botswana,BOT
5292,68,1,490,Democratic Republic of the Congo,DRC
5292,68,1,93,Nicaragua,NIC
5292,68,1,626,South Sudan,SSD
5292,68,1,692,Bahrain,BAH
5292,68,1,690,Kuwait,KUW
5292,68,1,20,Canada,CAN
5292,68,1,694,Qatar,QAT
5292,68,1,160,Argentina,ARG
5292,68,1,698,Oman,OMA
5292,68,3,344,Croatia,CRO
5292,68,3,345,Serbia,YUG
5292,68,3,346,Bosnia and Herzegovina,BOS
5292,68,1,404,Guinea-Bissau,GNB
5292,68,1,403,Sao Tome and Principe,STP
5292,68,3,341,Montenegro,MNG
5292,68,3,343,Macedonia,MAC
5292,68,1,811,Cambodia,CAM
5292,68,1,812,Laos,LAO
5292,68,3,349,Slovenia,SLV
5292,68,1,816,Viet Nam,DRV
5292,68,1,678,Yemen,YEM
5292,68,1,522,Djibouti,DJI
5292,68,1,670,Saudi Arabia,SAU
5292,68,1,712,Mongolia,MON
5292,68,1,710,China,CHN
5292,68,3,260,Germany,GMY
5292,68,1,420,Gambia,GAM
5292,68,2,986,Palau,PAL
5292,68,1,58,Antigua & Barbuda,AAB
5292,68,1,55,Grenada,GRN
5292,68,1,54,Dominica,DMA
5292,68,1,57,St. Vincent and the Grenadines,SVG
5292,68,1,56,St. Lucia,SLU
5292,68,1,51,Jamaica,JAM
5292,68,1,53,Barbados,BAR
5292,68,1,52,Trinidad and Tobago,TRI
5292,68,1,411,Equatorial Guinea,EQG
5292,68,1,531,Eritrea,ERI
5292,68,1,530,Ethiopia (new),ETH
5292,68,1,371,Armenia,ARM
5292,68,1,370,Belarus,BLR
5292,68,1,373,Azerbaijan,AZE
5292,68,3,372,Georgia,GRG
5292,68,3,375,Finland,FIN
5292,68,1,820,Malaysia,MAL
5292,68,3,290,Poland,POL
5292,68,1,591,Seychelles,SEY
5292,68,1,590,Mauritius,MAS
5292,68,1,704,Uzbekistan,UZB
5292,68,1,705,Kazakhstan,KZK
5292,68,3,310,Hungary,HUN
5292,68,3,317,Slovakia,SLO
5292,68,3,316,Czech Republic,CZR
5292,68,1,702,Tajikistan,TAJ
5292,68,1,703,Kyrgyzstan,KYR
5292,68,1,115,Suriname,SUR
5292,68,3,390,Denmark,DEN
5292,68,1,110,Guyana,GUY
5292,68,3,395,Iceland,ICE
5292,68,1,771,Bangladesh,BNG
5292,68,1,80,Belize,BLZ
5292,68,1,830,Singapore,SIN
5292,68,1,790,Nepal,NEP
5292,68,1,520,Somalia,SOM
5292,68,3,368,Lithuania,LIT
5292,68,3,369,Ukraine,UKR
5292,68,3,366,Estonia,EST
5292,68,3,367,Latvia,LAT
5292,68,1,365,Russian Federation,RUS
5292,68,1,910,Papua New Guinea,PNG
5292,68,3,360,Romania,ROM
5292,68,1,580,Madagascar,MAG
5292,68,1,581,Comoros,COM
5292,68,3,305,Austria,AUS
5292,68,3,380,Sweden,SWD
5292,68,3,920,New Zealand,NEW
5292,68,3,385,Norway,NOR
5292,68,1,95,Panama,PAN
5292,68,1,696,United Arab Emirates,UAE
5292,68,1,100,Colombia,COL
5292,68,1,101,Venezuela,VEN
5292,68,3,900,Australia,AUL
5292,68,1,780,Sri Lanka,SRI
5292,68,1,781,Maldives,MAD
5292,68,1,840,Philippines,PHI
5292,68,1,31,Bahamas,BHM
5292,68,1,955,Tonga,TON
5292,68,3,640,Turkey,TUR
5292,68,1,645,Iraq,IRQ
5292,68,1,438,Guinea,GUI
5292,68,1,439,Burkina Faso,BFO
5292,68,1,436,Niger,NIR
5292,68,1,437,Cote d'Ivoire,CDI
5292,68,1,434,Benin,BEN
5292,68,1,435,Mauritania,MAA
5292,68,1,432,Mali,MLI
5292,68,1,433,Senegal,SEN
5292,68,1,517,Rwanda,RWA
5292,68,1,516,Burundi,BUI
5292,68,1,620,Libya,LIB
5292,68,3,339,Albania,ALB
5292,68,3,338,Malta,MLT
5292,68,1,625,Sudan,SUD
5292,68,1,450,Liberia,LBR
5292,68,1,451,Sierra Leone,SIE
5292,68,1,452,Ghana,GHA
5292,68,1,570,Lesotho,LES
5292,68,3,331,San Marino,SNM
5292,68,1,60,St. Kitts and Nevis,SKN
5292,68,1,541,Mozambique,MZM
5292,68,1,850,Indonesia,INS
5292,68,8,970,Nauru,NAU
5292,68,1,540,Angola,ANG
5292,68,1,731,North Korea,PRK
5292,68,3,2,United States of America,USA
5292,68,1,652,Syria,SYR
5292,68,1,651,Egypt,EGY
5292,68,1,500,Uganda,UGA
5292,68,3,402,Cape Verde,CAP
5292,68,1,630,Iran,IRN
5292,68,1,510,Tanzania,TAZ
5292,68,1,750,India,IND
5292,68,1,560,South Africa,SAF
5292,68,1,700,Afghanistan,AFG
5292,68,1,461,Togo,TOG
5292,68,1,565,Namibia,NAM
5292,68,1,701,Turkmenistan,TKM
5292,68,8,987,"Micronesia, Federated States of",FSM
5292,68,1,91,Honduras,HON
5292,68,1,165,Uruguay,URU
5292,68,3,225,Switzerland,SWZ
5292,68,1,92,El Salvador,SAL
5292,68,3,223,Liechtenstein,LIE
5292,68,2,94,Costa Rica,COS
5292,68,3,221,Monaco,MNC
5292,68,3,220,France,FRN
5292,68,1,860,East Timor,ETM
5292,68,1,935,Vanuatu,VAN
5292,68,1,947,Tuvalu,TUV
5292,68,1,501,Kenya,KEN
5292,68,3,740,Japan,JPN
5292,68,1,150,Paraguay,PAR
5292,68,2,155,Chile,CHL
5292,68,1,600,Morocco,MOR
5292,68,1,551,Zambia,ZAM
5292,68,1,553,Malawi,MAW
5292,68,1,552,Zimbabwe,ZIM
5292,68,3,235,Portugal,POR
5292,68,3,230,Spain,SPN
5292,68,3,232,Andorra,AND
5292,68,2,990,Samoa,WSM
5292,68,1,950,Fiji,FIJ
5292,68,1,42,Dominican Republic,DOM
5292,68,1,40,Cuba,CUB
5292,68,1,41,Haiti,HAI
5292,68,3,325,Italy,ITA
5292,68,1,775,Myanmar,MYA
5292,68,3,200,United Kingdom,UKG
5292,68,1,145,Bolivia,BOL
5292,68,3,205,Ireland,IRE
5292,68,1,770,Pakistan,PAK
5292,68,1,140,Brazil,BRA
5292,68,1,475,Nigeria,NIG
5292,68,1,616,Tunisia,TUN
5292,68,1,615,Algeria,ALG
5292,68,2,70,Mexico,MEX
5292,68,1,484,Congo,CON
5292,68,1,483,Chad,CHA
5292,68,8,482,Central African Republic,CEN
5292,68,1,481,Gabon,GAB
5292,68,1,946,Kiribati,KIR
5292,68,3,732,South Korea,ROK
5292,68,1,835,Brunei Darussalam,BRU
5292,68,1,940,Solomon Islands,SOL
5292,68,3,355,Bulgaria,BUL
5292,68,1,471,Cameroon,CAO
5292,68,3,352,Cyprus,CYP
5292,68,3,350,Greece,GRC
5292,68,1,800,Thailand,THI
5292,68,1,572,Swaziland,SWA
5292,68,3,359,Moldova,MLD
5293,68,3,212,Luxembourg,LUX
5293,68,3,210,Netherlands,NTH
5293,68,3,211,Belgium,BEL
5293,68,3,983,Marshall Islands,MSI
5293,68,3,666,Israel,ISR
5293,68,1,760,Bhutan,BHU
5293,68,1,663,Jordan,JOR
5293,68,1,660,Lebanon,LEB
5293,68,1,130,Ecuador,ECU
5293,68,1,135,Peru,PER
5293,68,1,90,Guatemala,GUA
5293,68,1,571,Botswana,BOT
5293,68,1,490,Democratic Republic of the Congo,DRC
5293,68,1,93,Nicaragua,NIC
5293,68,1,626,South Sudan,SSD
5293,68,1,692,Bahrain,BAH
5293,68,1,690,Kuwait,KUW
5293,68,1,20,Canada,CAN
5293,68,1,694,Qatar,QAT
5293,68,1,160,Argentina,ARG
5293,68,1,698,Oman,OMA
5293,68,3,344,Croatia,CRO
5293,68,3,345,Serbia,YUG
5293,68,3,346,Bosnia and Herzegovina,BOS
5293,68,1,404,Guinea-Bissau,GNB
5293,68,1,403,Sao Tome and Principe,STP
5293,68,3,341,Montenegro,MNG
5293,68,3,343,Macedonia,MAC
5293,68,1,811,Cambodia,CAM
5293,68,1,812,Laos,LAO
5293,68,3,349,Slovenia,SLV
5293,68,1,816,Viet Nam,DRV
5293,68,1,678,Yemen,YEM
5293,68,1,522,Djibouti,DJI
5293,68,1,670,Saudi Arabia,SAU
5293,68,1,712,Mongolia,MON
5293,68,1,710,China,CHN
5293,68,3,260,Germany,GMY
5293,68,1,420,Gambia,GAM
5293,68,3,986,Palau,PAL
5293,68,1,58,Antigua & Barbuda,AAB
5293,68,1,55,Grenada,GRN
5293,68,1,54,Dominica,DMA
5293,68,1,57,St. Vincent and the Grenadines,SVG
5293,68,1,56,St. Lucia,SLU
5293,68,1,51,Jamaica,JAM
5293,68,1,53,Barbados,BAR
5293,68,1,52,Trinidad and Tobago,TRI
5293,68,1,411,Equatorial Guinea,EQG
5293,68,1,531,Eritrea,ERI
5293,68,1,530,Ethiopia (new),ETH
5293,68,1,371,Armenia,ARM
5293,68,1,370,Belarus,BLR
5293,68,8,373,Azerbaijan,AZE
5293,68,3,372,Georgia,GRG
5293,68,3,375,Finland,FIN
5293,68,1,820,Malaysia,MAL
5293,68,3,290,Poland,POL
5293,68,1,591,Seychelles,SEY
5293,68,1,590,Mauritius,MAS
5293,68,1,704,Uzbekistan,UZB
5293,68,1,705,Kazakhstan,KZK
5293,68,3,310,Hungary,HUN
5293,68,3,317,Slovakia,SLO
5293,68,3,316,Czech Republic,CZR
5293,68,1,702,Tajikistan,TAJ
5293,68,1,703,Kyrgyzstan,KYR
5293,68,1,115,Suriname,SUR
5293,68,3,390,Denmark,DEN
5293,68,1,110,Guyana,GUY
5293,68,3,395,Iceland,ICE
5293,68,1,771,Bangladesh,BNG
5293,68,1,80,Belize,BLZ
5293,68,1,830,Singapore,SIN
5293,68,1,790,Nepal,NEP
5293,68,1,520,Somalia,SOM
5293,68,3,368,Lithuania,LIT
5293,68,3,369,Ukraine,UKR
5293,68,3,366,Estonia,EST
5293,68,3,367,Latvia,LAT
5293,68,1,365,Russian Federation,RUS
5293,68,1,910,Papua New Guinea,PNG
5293,68,3,360,Romania,ROM
5293,68,1,580,Madagascar,MAG
5293,68,1,581,Comoros,COM
5293,68,3,305,Austria,AUS
5293,68,3,380,Sweden,SWD
5293,68,3,920,New Zealand,NEW
5293,68,3,385,Norway,NOR
5293,68,1,95,Panama,PAN
5293,68,1,696,United Arab Emirates,UAE
5293,68,1,100,Colombia,COL
5293,68,1,101,Venezuela,VEN
5293,68,3,900,Australia,AUL
5293,68,1,780,Sri Lanka,SRI
5293,68,1,781,Maldives,MAD
5293,68,1,840,Philippines,PHI
5293,68,1,31,Bahamas,BHM
5293,68,1,955,Tonga,TON
5293,68,3,640,Turkey,TUR
5293,68,1,645,Iraq,IRQ
5293,68,1,438,Guinea,GUI
5293,68,1,439,Burkina Faso,BFO
5293,68,1,436,Niger,NIR
5293,68,1,437,Cote d'Ivoire,CDI
5293,68,1,434,Benin,BEN
5293,68,1,435,Mauritania,MAA
5293,68,1,432,Mali,MLI
5293,68,1,433,Senegal,SEN
5293,68,1,517,Rwanda,RWA
5293,68,1,516,Burundi,BUI
5293,68,1,620,Libya,LIB
5293,68,3,339,Albania,ALB
5293,68,3,338,Malta,MLT
5293,68,1,625,Sudan,SUD
5293,68,1,450,Liberia,LBR
5293,68,1,451,Sierra Leone,SIE
5293,68,1,452,Ghana,GHA
5293,68,1,570,Lesotho,LES
5293,68,3,331,San Marino,SNM
5293,68,1,60,St. Kitts and Nevis,SKN
5293,68,1,541,Mozambique,MZM
5293,68,1,850,Indonesia,INS
5293,68,1,970,Nauru,NAU
5293,68,1,540,Angola,ANG
5293,68,1,731,North Korea,PRK
5293,68,3,2,United States of America,USA
5293,68,1,652,Syria,SYR
5293,68,1,651,Egypt,EGY
5293,68,1,500,Uganda,UGA
5293,68,3,402,Cape Verde,CAP
5293,68,1,630,Iran,IRN
5293,68,1,510,Tanzania,TAZ
5293,68,1,750,India,IND
5293,68,1,560,South Africa,SAF
5293,68,1,700,Afghanistan,AFG
5293,68,1,461,Togo,TOG
5293,68,1,565,Namibia,NAM
5293,68,1,701,Turkmenistan,TKM
5293,68,3,987,"Micronesia, Federated States of",FSM
5293,68,1,91,Honduras,HON
5293,68,1,165,Uruguay,URU
5293,68,3,225,Switzerland,SWZ
5293,68,1,92,El Salvador,SAL
5293,68,3,223,Liechtenstein,LIE
5293,68,1,94,Costa Rica,COS
5293,68,3,221,Monaco,MNC
5293,68,3,220,France,FRN
5293,68,1,860,East Timor,ETM
5293,68,1,935,Vanuatu,VAN
5293,68,1,947,Tuvalu,TUV
5293,68,1,501,Kenya,KEN
5293,68,3,740,Japan,JPN
5293,68,1,150,Paraguay,PAR
5293,68,1,155,Chile,CHL
5293,68,1,600,Morocco,MOR
5293,68,1,551,Zambia,ZAM
5293,68,1,553,Malawi,MAW
5293,68,1,552,Zimbabwe,ZIM
5293,68,3,235,Portugal,POR
5293,68,3,230,Spain,SPN
5293,68,3,232,Andorra,AND
5293,68,1,990,Samoa,WSM
5293,68,1,950,Fiji,FIJ
5293,68,1,42,Dominican Republic,DOM
5293,68,1,40,Cuba,CUB
5293,68,1,41,Haiti,HAI
5293,68,3,325,Italy,ITA
5293,68,1,775,Myanmar,MYA
5293,68,3,200,United Kingdom,UKG
5293,68,1,145,Bolivia,BOL
5293,68,3,205,Ireland,IRE
5293,68,1,770,Pakistan,PAK
5293,68,1,140,Brazil,BRA
5293,68,1,475,Nigeria,NIG
5293,68,1,616,Tunisia,TUN
5293,68,1,615,Algeria,ALG
5293,68,1,70,Mexico,MEX
5293,68,1,484,Congo,CON
5293,68,1,483,Chad,CHA
5293,68,8,482,Central African Republic,CEN
5293,68,1,481,Gabon,GAB
5293,68,3,946,Kiribati,KIR
5293,68,3,732,South Korea,ROK
5293,68,1,835,Brunei Darussalam,BRU
5293,68,1,940,Solomon Islands,SOL
5293,68,3,355,Bulgaria,BUL
5293,68,1,471,Cameroon,CAO
5293,68,3,352,Cyprus,CYP
5293,68,3,350,Greece,GRC
5293,68,1,800,Thailand,THI
5293,68,1,572,Swaziland,SWA
5293,68,3,359,Moldova,MLD
5294,68,3,212,Luxembourg,LUX
5294,68,3,210,Netherlands,NTH
5294,68,3,211,Belgium,BEL
5294,68,3,983,Marshall Islands,MSI
5294,68,3,666,Israel,ISR
5294,68,1,760,Bhutan,BHU
5294,68,1,663,Jordan,JOR
5294,68,1,660,Lebanon,LEB
5294,68,1,130,Ecuador,ECU
5294,68,1,135,Peru,PER
5294,68,1,90,Guatemala,GUA
5294,68,1,571,Botswana,BOT
5294,68,1,490,Democratic Republic of the Congo,DRC
5294,68,1,93,Nicaragua,NIC
5294,68,1,626,South Sudan,SSD
